Year,Month,Day,Hr1,Hr2,Hr3,Hr4,Hr5,Hr6,Hr7,Hr8,Hr9,Hr10,Hr11,Hr12,Hr13,Hr14,Hr15,Hr16,Hr17,Hr18,Hr19,Hr20,Hr21,Hr22,Hr23,Hr24,Hr25
2012,5,20,14252,13466,12950,12663,12561,12484,12658,13537,14781,15814,16627,17220,17580,17779,17909,18068,18338,18512,18411,18240,18653,18443,17192,15763,
2012,5,21,14629,13919,13467,13260,13378,14085,15712,17541,18784,19597,20064,20305,20381,20565,20568,20551,20570,20446,19973,19708,19707,19102,17590,15983,
2012,5,22,14791,14058,13594,13405,13564,14310,15952,17756,18897,19635,20161,20378,20474,20624,20665,20668,20712,20619,20173,19843,19910,19434,17965,16359,
2012,5,23,15017,14251,13830,13629,13805,14549,16291,18171,19408,20235,20829,21161,21253,21441,21436,21487,21568,21376,20801,20339,20356,19937,18406,16679,
2012,5,24,15321,14488,14027,13781,13933,14620,16350,18263,19526,20362,20941,21269,21333,21478,21389,21323,21357,21142,20649,20289,20273,19814,18391,16746,
2012,5,25,15386,14557,14025,13788,13883,14466,15901,17684,19112,20068,20730,21081,21248,21516,21740,21814,21901,21688,21039,20596,20525,20318,19026,17492,
2012,5,26,16160,15234,14620,14257,14086,14029,14368,15522,17000,18368,19474,20267,20803,21097,21154,20949,20720,20501,20114,19805,19910,19820,18759,17423,
2012,5,27,16226,15322,14742,14340,14170,13980,14110,14768,15722,16731,17720,18530,19055,19413,19671,19870,19988,19864,19550,19231,19451,19524,18734,17500,
2012,5,28,16367,15525,14956,14605,14529,14497,14833,15914,17375,18810,20110,21133,21974,22632,23136,23602,23938,24139,23864,23485,23605,23441,21872,20065,
2012,5,29,18688,17804,17221,16888,16971,17634,19448,21837,23853,25531,26904,27767,28242,27931,27765,27648,27672,26953,26322,25561,25075,24011,22174,20149,
2012,5,30,18518,17489,16832,16487,16539,17174,18776,20562,21751,22546,23139,23471,23627,23796,23731,23711,23854,23671,22909,22257,22173,21877,20192,18376,
2012,5,31,16907,15980,15396,15058,15057,15570,17203,19141,20332,21233,21850,22225,22412,22637,22773,22979,23151,22863,22023,21269,21030,20829,19267,17400,
2012,6,1,15934,14995,14435,14100,14137,14675,16271,18120,19348,20211,20804,21142,21274,21270,20900,20551,20318,19950,19361,19047,19141,18708,17547,16270,
2012,6,2,15137,14450,14029,13750,13671,13789,14227,15237,16454,17454,18298,18657,18795,18806,18689,18568,18476,18345,18018,17667,17743,17797,16923,15793,
2012,6,3,14676,13879,13339,13056,12963,12939,13071,13815,14977,16049,16879,17438,17734,17901,17902,17741,17815,17909,17828,17677,17926,17785,16663,15351,
2012,6,4,14306,13682,13288,13129,13281,14015,15632,17393,18381,19028,19343,19490,19505,19446,19314,19220,19212,19129,18737,18408,18497,18059,16667,15143,
2012,6,5,13986,13362,12980,12796,12948,13553,15118,16811,17790,18424,18849,19037,19111,19171,19097,19032,19096,18997,18555,18309,18412,18187,16814,15275,
2012,6,6,14029,13354,12985,12833,13012,13612,15258,17042,18131,18855,19348,19635,19760,19895,19947,19979,20033,19855,19317,18951,18965,18754,17377,15766,
2012,6,7,14547,13817,13419,13199,13342,13939,15567,17399,18645,19488,20163,20486,20764,21041,21142,21246,21271,20992,20290,19744,19604,19493,18027,16354,
2012,6,8,15023,14236,13727,13477,13550,14066,15733,17677,19053,20016,20691,21240,21570,21899,21992,21969,21964,21599,20891,20290,20092,20009,18813,17315,
2012,6,9,15928,15024,14416,14057,13931,13939,14407,15492,16739,17725,18323,18682,18875,18795,18730,18862,19081,19122,18949,18792,18923,19098,18295,17127,
2012,6,10,15927,15067,14480,14175,14002,13887,14063,14967,16318,17743,19049,19913,20638,21098,21370,21697,21997,22033,21718,21320,21249,21244,19881,18190,
2012,6,11,16770,15937,15376,15114,15187,15815,17534,19542,20939,22065,22816,23316,23689,23968,24141,24109,23874,23391,22535,21841,21612,21168,19538,17853,
2012,6,12,16410,15540,15035,14785,14848,15524,17208,19064,20243,21020,21567,21972,22118,22156,22010,21930,21947,21837,21268,20859,20650,20058,18601,17006,
2012,6,13,15697,14868,14369,14119,14195,14870,16408,18252,19484,20330,20867,21059,21196,21325,21288,21168,21260,21132,20562,20064,19886,19720,18305,16639,
2012,6,14,15325,14574,14076,13867,13959,14480,16109,18021,19238,20157,20725,21058,21252,21629,21787,21932,22069,21928,21263,20589,20302,20143,18686,16903,
2012,6,15,15557,14677,14146,13851,13913,14397,15984,17966,19431,20477,21202,21624,21919,22266,22525,22743,22858,22520,21664,20814,20274,20126,18867,17288,
2012,6,16,15911,14955,14320,13989,13808,13712,14216,15439,16925,18171,19075,19635,19971,20171,20362,20505,20599,20487,20182,19598,19351,19378,18406,17063,
2012,6,17,15864,14981,14394,14029,13838,13642,13813,14624,15815,16849,17654,18235,18656,18836,18976,19112,19285,19299,18980,18616,18786,19017,17935,16474,
2012,6,18,15300,14565,14115,13910,14042,14634,16164,18016,19308,20202,20835,21269,21503,21769,21903,21980,22012,21738,21075,20443,20273,20123,18754,17066,
2012,6,19,15750,14988,14497,14307,14464,15153,16846,18733,20068,20927,21635,22201,22608,23115,23533,23922,24211,24181,23529,22885,22666,22508,21047,19256,
2012,6,20,17728,16789,16174,15918,16057,16715,18499,21033,23198,25072,26623,28018,29063,29932,30360,30982,31296,31155,30671,29903,29244,28723,26777,24454,
2012,6,21,22550,21258,20378,19798,19702,20117,21719,24147,26267,27916,29299,30296,30720,30610,31012,31548,32128,31968,31485,30585,29892,29399,27447,25207,
2012,6,22,23339,21989,20924,20379,20233,20572,21932,23812,25694,27390,28689,29584,29932,29782,28739,27906,27433,26910,25663,24623,24093,23806,22453,20771,
2012,6,23,19313,18289,17579,17066,16816,16548,16914,18146,19635,20977,22102,22790,23149,23290,23309,23370,23449,23332,22894,22209,21636,21584,20519,19141,
2012,6,24,17805,16768,16051,15572,15288,14977,15180,16184,17635,19045,20232,21117,21583,21853,22090,22205,22248,22063,21647,21292,21495,21646,20670,19246,
2012,6,25,17995,17139,16569,16367,16567,17290,18615,20070,21161,21912,22411,22633,22808,22843,22711,22744,22718,22234,21480,20861,20493,20222,18949,17236,
2012,6,26,15837,14954,14385,14097,14153,14592,15797,17505,18883,19705,20307,20661,20774,20948,20982,20949,20976,20886,20316,19805,19655,19562,18430,16858,
2012,6,27,15576,14786,14262,14030,14140,14622,16051,17942,19438,20458,21201,21727,22005,22381,22675,22961,23166,23084,22430,21721,21331,21275,19994,18345,
2012,6,28,16967,16018,15360,15025,15060,15507,16938,18903,20543,21957,23095,24035,24695,25491,26141,26624,27043,27037,26426,25623,25107,24906,23444,21606,
2012,6,29,19966,18806,18045,17627,17596,17976,19197,21064,22776,24293,25799,27229,28339,29407,30171,30730,30981,30685,29750,28611,27791,27295,25733,23901,
2012,6,30,22160,20738,19641,18888,18461,18085,18395,19759,21685,23512,24951,25823,26466,26870,27180,27322,27187,26719,26096,25470,24941,24831,23678,22205,
2012,7,1,20677,19478,18572,17921,17474,17093,17226,18398,20192,21980,23608,24912,25825,26438,26679,26863,26974,26796,26130,25575,25036,24934,23542,21727,
2012,7,2,20111,18957,18111,17578,17505,17818,19070,21099,22890,24370,25593,26430,26949,27469,27812,28072,28233,28113,27296,26342,25456,25042,23421,21342,
2012,7,3,19608,18350,17577,17135,17074,17398,18700,20813,22615,24180,25616,26599,27303,27832,28154,28335,28251,27613,26563,25663,25157,24930,23618,22146,
2012,7,4,20678,19581,18751,18238,18031,17933,18035,18681,19889,21436,23078,24357,25256,25995,26463,26863,27097,26998,26455,25756,25386,25264,24535,23471,
2012,7,5,22012,20782,19907,19414,19349,19647,20931,23088,25089,26669,27969,28830,29322,29867,30265,30519,30474,30080,29201,28115,27325,26822,25037,22902,
2012,7,6,21042,19728,18819,18276,18203,18517,19747,21845,23832,25493,26939,28024,28765,29468,30014,30372,30563,30283,29310,28168,27363,26857,25364,23658,
2012,7,7,22010,20750,19859,19285,18991,18810,19125,20441,22326,24004,25202,26296,27123,27474,26952,26489,26538,26458,26054,25469,25146,24982,23879,22511,
2012,7,8,20911,19648,18852,18305,17990,17670,17697,18642,20103,21620,23116,24269,25004,25442,25842,26167,26406,26370,25928,25268,24989,25047,23830,22078,
2012,7,9,20484,19216,18377,17884,17786,18138,19218,20981,22391,23536,24490,25198,25712,26279,26738,27029,27260,27037,26184,25186,24384,24076,22580,20669,
2012,7,10,19051,17927,17208,16811,16790,17169,18459,20291,21788,23047,24159,24992,25530,26069,26513,26852,27092,26904,25951,25024,24466,24214,22747,20832,
2012,7,11,19249,18154,17383,16997,16981,17471,18821,20733,22476,23782,24912,25824,26383,26902,27375,27704,27913,27683,26836,25786,24996,24614,22978,21052,
2012,7,12,19381,18266,17486,16992,16939,17443,18817,20810,22603,24120,25461,26564,27425,28198,28678,28975,29113,28766,27765,26595,25908,25457,23775,21864,
2012,7,13,20131,18930,18135,17679,17653,18133,19387,21309,23043,24652,26102,27397,28228,28698,28850,28823,28691,28060,26997,26141,25759,25351,24002,22386,
2012,7,14,20872,19770,19008,18462,18052,17846,17967,19053,20721,22252,23418,24374,25104,25600,25946,26039,26071,25933,25444,24632,24229,24189,23105,21745,
2012,7,15,20429,19372,18583,18061,17783,17632,17684,18536,19853,21260,22810,24174,25001,25229,25515,25592,25696,25817,25531,24999,24931,24643,23145,21508,
2012,7,16,20109,19144,18457,18083,18181,18750,20103,22246,24193,25790,27180,28341,29177,29871,30349,30671,30977,30842,30063,29175,28584,28142,26296,24035,
2012,7,17,22135,20792,19853,19308,19236,19683,20997,23106,25026,26805,28402,29707,30625,31347,31805,32105,32439,32383,31796,30982,30501,30059,28221,26007,
2012,7,18,24168,22892,22023,21444,21310,21772,23080,25106,26758,28250,29860,31176,32008,32192,31846,31117,30270,29375,28496,27636,27005,26593,24866,22803,
2012,7,19,21136,19942,19159,18746,18739,19250,20354,21857,23018,23856,24412,24798,24938,25149,25100,24922,24822,24509,23792,23209,23060,22635,21287,19700,
2012,7,20,18397,17474,16873,16565,16588,17133,18285,19709,20835,21580,22038,22128,22013,21870,21577,21247,21075,20783,20283,19902,19817,19597,18530,17231,
2012,7,21,16072,15242,14699,14336,14228,14301,14629,15676,17099,18347,19278,19950,20312,20533,20695,20876,21139,21173,20883,20301,20107,20071,19158,17982,
2012,7,22,16826,15982,15358,14938,14723,14610,14688,15597,16977,18392,19723,20730,21507,22042,22405,22663,22887,22952,22622,22054,22102,22166,21125,19753,
2012,7,23,18497,17654,17072,16771,16897,17696,19053,20947,22720,24360,25670,26797,27790,28614,28790,28633,28596,28487,27839,27173,26990,26155,24330,22313,
2012,7,24,20628,19544,18810,18416,18407,19049,20378,22439,24326,25970,27325,28325,29011,29545,29971,30121,30132,29817,28687,27259,26555,25832,23912,21681,
2012,7,25,19796,18434,17414,16812,16664,17030,18127,19906,21407,22556,23498,24162,24622,25179,25741,26184,26564,26549,25669,24756,24491,24146,22617,20811,
2012,7,26,19335,18310,17621,17227,17198,17863,19171,20843,22397,23584,24217,25130,26046,27079,27986,28775,29096,29029,28071,27118,25877,25018,23411,21617,
2012,7,27,20070,19047,18287,17920,17929,18553,19802,21543,23088,24469,25770,26775,27571,27985,28100,28423,28661,28524,27730,26842,26207,25670,24224,22460,
2012,7,28,20883,19651,18778,18193,17901,17898,18113,19023,20335,21459,22268,22868,23147,23222,23055,22917,22807,22467,22052,21646,21607,21386,20352,19160,
2012,7,29,17927,16987,16389,16005,15769,15722,15700,16357,17561,18817,19853,20522,20982,21334,21804,22260,22639,22842,22723,22244,22253,22177,21015,19539,
2012,7,30,18227,17248,16592,16271,16339,16960,18162,19985,21554,22888,23952,24776,25325,25863,26315,26563,26767,26572,25665,24685,24294,23711,22059,20271,
2012,7,31,18714,17684,16974,16635,16683,17427,18757,20594,22216,23552,24506,25177,25550,25900,26122,26235,26117,25658,24810,24011,23834,23272,21717,20075,
2012,8,1,18602,17581,16956,16666,16737,17475,18876,20713,22261,23636,24820,25628,25980,26233,26246,26176,26129,25936,25259,24656,24464,23957,22406,20626,
2012,8,2,19116,18076,17347,16921,16924,17582,18854,20816,22715,24479,25943,26994,27662,28137,28398,29252,29353,28975,28328,27359,27069,26509,24811,22887,
2012,8,3,21084,19899,19050,18567,18476,19054,20296,22299,24231,25987,27628,28939,29806,30408,30808,30989,30972,30472,29376,28291,27832,27173,25545,23697,
2012,8,4,22005,20719,19787,19156,18826,18773,18954,20260,22363,24504,26332,27657,28421,28740,28876,28928,28883,28458,27778,27058,26989,26574,25343,23918,
2012,8,5,22446,21341,20567,20072,19804,19775,19816,20598,22091,23819,25419,26650,27256,27667,27630,27378,27442,27535,27065,26457,25937,25192,23657,22043,
2012,8,6,20604,19574,18973,18617,18639,19298,20417,22259,24022,25242,26138,26784,27144,27565,27807,27874,27912,27604,26561,25514,25096,24266,22410,20434,
2012,8,7,18766,17683,16967,16569,16524,17048,18215,20021,21656,23012,24114,24939,25428,25927,26284,26516,26693,26445,25749,24996,24874,24313,22693,20875,
2012,8,8,19321,18227,17494,17107,17139,17811,19078,20962,22876,24461,25722,26742,27490,28027,28591,28748,28748,28493,27750,27027,26996,26321,24599,22650,
2012,8,9,20936,19801,18981,18533,18441,19062,20290,22153,23968,25598,27049,28125,28794,29440,29742,29784,29355,28593,27507,26779,26732,26002,24303,22458,
2012,8,10,20858,19971,19326,18934,18893,19602,20918,22717,24254,25445,26199,26595,26263,25630,25483,25701,25986,25913,25208,24740,24847,24373,23065,21482,
2012,8,11,20068,19009,18275,17820,17585,17669,17910,18963,20670,22331,23434,24235,24884,25213,25388,25462,25506,25232,24623,24013,24052,23535,22342,20995,
2012,8,12,19664,18660,17911,17411,17137,17043,16874,17513,18852,20333,21556,22583,23329,23805,24035,24219,24364,24331,23864,23360,23606,23194,21857,20275,
2012,8,13,18923,17905,17201,16840,16875,17539,18576,20262,21969,23321,24395,25240,25750,26209,26575,26759,26868,26691,25861,25053,25042,24151,22459,20625,
2012,8,14,19001,17929,17238,16795,16790,17494,18791,20506,21996,23173,24192,24820,25159,25562,25610,25548,25450,25135,24558,24129,24334,23669,22212,20625,
2012,8,15,19145,18140,17513,17234,17288,17994,19267,20902,22483,23689,24865,25619,25821,26116,26120,25893,25396,24910,24131,23657,23549,22729,21204,19548,
2012,8,16,18122,17198,16544,16230,16253,16945,18112,19773,21386,22733,23934,24742,25321,25921,26407,26701,26786,26522,25523,24575,24494,23526,21876,20153,
2012,8,17,18637,17602,16897,16494,16482,17123,18373,19969,21576,23021,24232,25237,25887,26510,26740,26874,26809,26203,25100,24550,24339,23340,21874,20273,
2012,8,18,18823,17561,16789,16290,15972,15893,16066,16750,17858,18873,19606,20142,20359,20500,20646,20806,20956,21004,20602,20171,20289,19741,18630,17364,
2012,8,19,16254,15425,14819,14413,14233,14225,14170,14762,15912,17009,17828,18331,18572,18724,18814,18971,19173,19300,19219,19176,19697,19313,18265,17061,
2012,8,20,16067,15374,14945,14733,14876,15633,16806,18284,19813,21091,21919,22472,22810,23116,23288,23457,23601,23393,22512,22015,22142,21233,19749,18250,
2012,8,21,16922,16051,15492,15225,15304,15975,17154,18649,20096,21310,22235,22889,23296,23755,24106,24342,24353,24031,23181,22549,22688,21807,20276,18592,
2012,8,22,17215,16303,15681,15325,15351,16027,17337,18956,20539,21902,22957,23669,24111,24596,24854,25033,25009,24652,23794,23129,23251,22386,20863,19138,
2012,8,23,17699,16775,16151,15769,15801,16481,17686,19287,20844,22063,23302,24331,25004,25568,26019,26213,26260,25924,24963,24226,24221,23222,21630,19878,
2012,8,24,18361,17352,16669,16279,16238,16846,17971,19605,21277,22724,23928,24841,25524,26185,26588,26841,26959,26554,25487,24630,24485,23435,21914,20350,
2012,8,25,18921,17906,17159,16680,16481,16565,16805,17738,19297,20829,22174,23245,23940,24272,24395,24233,23929,23513,22938,22529,22584,21858,20645,19286,
2012,8,26,18031,17082,16405,15939,15691,15660,15678,16333,17690,19062,20318,21302,22011,22584,23004,23289,23528,23500,22975,22531,22881,22205,20936,19424,
2012,8,27,18225,17397,16822,16577,16734,17564,18845,20504,22303,23811,24904,25664,25871,25849,25892,25974,26029,25798,25186,24973,25136,24271,22761,21071,
2012,8,28,19630,18653,18018,17692,17751,18541,19990,21483,22906,24131,25064,25848,26506,27022,27307,27407,27345,26879,25712,24856,24809,23653,21904,20010,
2012,8,29,18392,17312,16535,16113,16043,16647,17725,19118,20452,21433,22140,22558,22791,23120,23432,23663,23784,23565,22679,22099,22151,21129,19632,18010,
2012,8,30,16650,15759,15164,14856,14911,15611,16841,18324,19811,20868,21776,22399,22847,23422,23914,24262,24434,24223,23352,22929,23012,22038,20586,19050,
2012,8,31,17647,16666,16048,15673,15698,16360,17549,19082,20786,22272,23603,24650,25437,26272,26943,27294,27433,27187,26272,25644,25557,24522,23032,21391,
2012,9,1,19904,18780,17950,17373,17038,17041,17247,18036,19627,21216,22533,23612,24387,24802,24950,24935,24909,24538,23770,23270,23238,22425,21225,19897,
2012,9,2,18692,17726,16970,16440,16157,16125,16096,16541,17799,19161,20296,21203,21848,22166,22404,22533,22563,22482,22051,21895,22089,21458,20480,19238,
2012,9,3,18054,17179,16581,16206,16087,16251,16546,17000,18104,19344,20342,21008,21466,21655,21756,21797,21780,21854,21706,21891,22179,21453,20184,18753,
2012,9,4,17674,16974,16486,16286,16446,17402,19205,20822,22278,23429,24484,25049,25351,25662,25838,25722,25579,25534,25180,25444,25379,24328,22718,20993,
2012,9,5,19570,18694,18058,17746,17839,18783,20709,22294,23580,24451,25169,25616,25581,25818,25857,25935,26280,26273,25570,25305,25162,23835,21959,20118,
2012,9,6,18572,17530,16829,16482,16526,17383,19176,20638,21817,22736,23514,24086,24601,25197,25558,25692,25756,25549,24834,24797,24670,23484,21816,20040,
2012,9,7,18539,17547,16854,16512,16619,17466,19201,20698,22161,23560,24740,25703,26476,27250,27774,28098,28127,27348,26214,25964,25546,24410,22803,21097,
2012,9,8,19604,18482,17797,17320,17063,17309,17798,18727,20267,21517,22319,22868,23349,23625,23762,23785,23570,23118,22284,22152,21664,20478,19188,17846,
2012,9,9,16615,15791,15198,14790,14589,14645,14748,15121,16204,17301,18216,18778,19142,19403,19599,19781,19955,20064,19803,20118,20194,19228,17932,16551,
2012,9,10,15479,14745,14307,14073,14192,15034,16686,18019,19095,19922,20453,20740,20830,21001,20995,20959,20969,20734,20114,20179,20074,18928,17349,15751,
2012,9,11,14580,13914,13478,13307,13433,14313,16047,17383,18342,19070,19583,19911,20086,20306,20405,20541,20683,20631,20170,20324,20224,19063,17492,15944,
2012,9,12,14791,14153,13727,13568,13692,14556,16333,17727,18816,19731,20489,20984,21311,21738,21981,22192,22345,22144,21412,21446,21192,20079,18466,16792,
2012,9,13,15568,14809,14315,14072,14182,15062,16797,18235,19488,20490,21321,21940,22369,22799,23140,23399,23548,23265,22363,22410,22122,20907,19261,17555,
2012,9,14,16244,15430,14917,14645,14722,15505,17236,18675,19866,20904,21777,22460,22856,23244,23339,23360,23155,22527,21727,21767,21278,20292,18927,17432,
2012,9,15,16159,15324,14763,14429,14258,14326,14720,15303,16442,17391,18051,18359,18478,18450,18385,18350,18369,18293,18091,18516,18416,17669,16612,15501,
2012,9,16,14527,13831,13359,13062,12925,13000,13234,13788,14919,15905,16609,17063,17373,17516,17619,17725,17935,18099,18040,18600,18554,17743,16562,15361,
2012,9,17,14403,13823,13438,13288,13501,14304,15874,17144,18320,19255,19884,20338,20680,21002,21132,21170,21134,20891,20323,20729,20358,19255,17847,16448,
2012,9,18,15363,14742,14401,14292,14476,15421,17364,18967,20143,20979,21557,21847,21986,22166,22196,22192,22204,22269,22149,22251,21422,20173,18643,17089,
2012,9,19,15836,15050,14560,14109,14046,14788,16534,17755,18525,19078,19533,19776,19842,19942,19949,19935,19973,19778,19339,19829,19473,18443,16993,15435,
2012,9,20,14282,13611,13209,13064,13220,14070,15934,17239,18138,18793,19225,19484,19584,19709,19665,19597,19641,19565,19300,19835,19495,18478,17053,15551,
2012,9,21,14400,13789,13365,13208,13354,14185,16087,17478,18414,19100,19624,19913,20035,20183,20212,20133,20054,19751,19274,19638,19235,18370,17085,15758,
2012,9,22,14629,13890,13440,13173,13081,13330,13911,14654,15855,16878,17557,17996,18144,18124,18138,18176,18229,18335,18507,19123,18882,18144,17042,15896,
2012,9,23,14864,14110,13629,13331,13136,13176,13346,13728,14746,15628,16263,16591,16802,16827,16828,16857,16982,17174,17298,18095,17880,16994,15778,14579,
2012,9,24,13652,13105,12826,12695,12878,13800,15734,17080,17884,18445,18846,19067,19109,19157,19124,19096,19149,19128,18998,19605,19129,18048,16586,15093,
2012,9,25,14020,13399,13037,12892,13086,13950,15828,17128,17970,18561,18988,19236,19371,19523,19580,19611,19660,19502,19331,19958,19390,18349,16921,15472,
2012,9,26,14380,13802,13404,13281,13441,14270,16032,17407,18423,19136,19601,19882,20016,20244,20323,20342,20448,20587,20544,20759,20213,19168,17688,16122,
2012,9,27,14956,14272,13845,13620,13765,14708,16766,18239,19197,19771,20125,20376,20558,20724,20646,20570,20634,20499,20410,20912,20313,19201,17682,16163,
2012,9,28,14959,14263,13839,13695,13855,14740,16744,18381,19322,20027,20448,20619,20570,20545,20453,20401,20383,20272,20163,20342,19564,18602,17314,15922,
2012,9,29,14720,13982,13495,13220,13144,13370,13977,14683,15748,16596,17124,17261,17238,17109,16919,16817,16832,16951,17361,17988,17702,17020,16089,15075,
2012,9,30,14120,13441,12995,12716,12628,12770,13159,13662,14647,15563,16214,16606,16797,16894,16869,16883,17014,17188,17596,18404,17970,17055,15900,14695,
2012,10,1,13681,13084,12769,12677,12869,13795,15746,17073,17832,18400,18812,18981,19033,19130,19115,19120,19192,19196,19283,19895,19312,18189,16763,15294,
2012,10,2,14139,13526,13149,13001,13165,14093,16107,17620,18406,18977,19398,19614,19625,19633,19544,19479,19619,19810,20016,20252,19638,18615,17175,15736,
2012,10,3,14615,13941,13543,13383,13521,14468,16547,18127,19012,19670,20116,20353,20485,20668,20658,20606,20754,20829,20983,21290,20660,19530,18189,16662,
2012,10,4,15425,14669,14196,13987,14137,15061,17174,18790,19699,20415,20892,21129,21172,21206,21144,21125,21167,21068,21035,21479,20879,19760,18231,16686,
2012,10,5,15428,14598,14090,13848,13952,14791,16668,18060,18936,19703,20255,20620,20814,21008,21069,21122,21065,20762,20613,20736,20055,19106,17871,16539,
2012,10,6,15332,14520,13947,13634,13536,13760,14347,15097,16277,17326,18035,18402,18487,18428,18306,18070,17909,17648,17871,18323,17809,17116,16135,15043,
2012,10,7,14054,13379,12894,12653,12558,12694,13075,13568,14542,15424,15985,16333,16468,16466,16437,16424,16635,17041,17661,17943,17530,16839,15875,14786,
2012,10,8,13897,13283,12926,12786,12947,13666,14983,16130,17156,17888,18294,18437,18377,18340,18245,18195,18391,18732,19309,19655,19082,18015,16692,15279,
2012,10,9,14186,13547,13194,13052,13258,14208,16245,17685,18332,18664,18898,18986,18908,18873,18728,18656,18802,19066,19553,19865,19277,18220,16784,15242,
2012,10,10,14148,13526,13138,12991,13153,14027,16060,17574,18260,18741,19052,19188,19185,19218,19124,19060,19141,19160,19582,19982,19292,18281,16878,15351,
2012,10,11,14207,13557,13168,13071,13257,14196,16210,17592,18184,18632,18784,18808,18698,18668,18542,18471,18585,18709,19236,19802,19282,18309,16975,15570,
2012,10,12,14356,13656,13267,13112,13295,14193,16164,17620,18281,18689,18967,19055,18892,18764,18602,18408,18392,18495,19014,19401,18949,18216,17091,15803,
2012,10,13,14755,14093,13673,13482,13497,13823,14550,15349,16307,16930,17183,17142,16921,16616,16397,16316,16466,16801,17715,18114,17749,17156,16288,15225,
2012,10,14,14346,13667,13190,12919,12818,12976,13414,13996,14884,15726,16302,16540,16581,16520,16469,16490,16675,17018,17979,18417,18015,17103,15965,14770,
2012,10,15,13840,13277,12964,12862,13085,13995,16097,17660,18409,18963,19389,19534,19584,19590,19471,19412,19609,19942,20358,20290,19529,18372,16889,15368,
2012,10,16,14218,13568,13140,12977,13130,14023,16055,17514,18104,18451,18732,18831,18777,18707,18610,18538,18645,18849,19577,19950,19338,18246,16899,15489,
2012,10,17,14300,13654,13307,13161,13351,14271,16367,17754,18262,18570,18696,18687,18589,18563,18381,18250,18332,18531,19395,19599,18964,17980,16521,14989,
2012,10,18,13918,13318,12955,12830,13047,13993,16046,17467,18005,18381,18649,18787,18757,18717,18562,18540,18651,18921,19649,19683,19073,18111,16732,15277,
2012,10,19,14213,13627,13283,13123,13318,14158,16168,17945,18701,19409,19758,19906,19831,19753,19557,19417,19376,19312,19668,19541,18865,18020,16836,15537,
2012,10,20,14344,13584,13204,12951,12879,13120,13842,14658,15606,16464,17009,17225,17222,17027,16799,16673,16637,16826,17687,17876,17386,16713,15792,14767,
2012,10,21,13833,13188,12751,12472,12423,12596,13099,13602,14434,15247,15740,16009,16133,16140,16129,16175,16433,16805,17789,18120,17702,16771,15625,14410,
2012,10,22,13481,12957,12713,12622,12837,13784,15859,17359,17899,18314,18588,18681,18660,18675,18590,18541,18598,18808,19619,19667,19014,17937,16505,15069,
2012,10,23,13915,13295,12928,12794,12993,13910,15980,17568,18088,18574,18891,19029,19046,19068,18960,18973,19225,19559,20183,19936,19167,18100,16550,15088,
2012,10,24,14029,13408,13048,12909,13062,13967,15982,17680,18229,18740,18958,19042,18975,18948,18849,18813,18958,19365,19995,19798,19112,18055,16572,15078,
2012,10,25,13968,13351,12968,12822,12997,13903,15918,17542,18153,18596,18872,18975,18945,18972,18898,18844,18869,19129,19821,19741,19065,18073,16663,15244,
2012,10,26,14071,13408,13037,12869,13022,13877,15864,17483,18129,18558,18883,19047,19064,19039,18853,18726,18757,18979,19473,19124,18449,17616,16501,15190,
2012,10,27,14084,13382,12933,12700,12682,12958,13635,14523,15474,16348,16867,17072,17090,16921,16735,16650,16729,17220,18130,18021,17550,16880,16006,14954,
2012,10,28,13970,13298,12864,12603,12499,12646,13110,13784,14697,15683,16356,16771,17034,17110,17116,17210,17470,18019,18714,18443,17881,16956,15902,14723,
2012,10,29,13740,13091,12740,12583,12734,13461,14910,16129,16830,17484,17939,18183,18183,18041,17671,17326,17173,17306,16938,15940,14703,13367,12311,11395,
2012,10,30,10713,10254,9927,9784,9771,10206,11148,11960,12405,12882,13323,13534,13615,13694,13687,13684,13882,14359,15009,14938,14495,13731,12790,11883,
2012,10,31,11207,10808,10538,10408,10408,10408,10408,13668,14097,14504,14842,15075,15166,15175,15106,15082,15207,15470,15829,15650,15399,14793,13848,12783,
2012,11,1,11996,11537,11242,11127,11274,11974,13353,14519,14987,15452,15781,15895,15915,15959,15959,15938,16058,16481,17159,17032,16520,15741,14606,13452,
2012,11,2,12555,11990,11624,11463,11629,12355,13860,15072,15603,16110,16417,16477,16443,16464,16406,16285,16407,16864,17549,17447,16939,16243,15274,14183,
2012,11,3,13282,12719,12359,12166,12222,12567,13187,13915,14680,15418,15883,16019,15964,15931,15761,15769,15970,16544,17446,17379,16994,16350,15536,14580,
2012,11,4,13712,13107,12714,12499,12425,12495,12817,13232,13883,14745,15322,15746,15917,15968,15936,15986,16209,17009,18188,18180,17840,17266,16347,15285,14211
2012,11,5,13456,12991,12768,12721,12994,13987,15799,17107,17825,18284,18555,18623,18527,18437,18481,18496,18993,20257,20234,19820,19171,18192,16861,15524,
2012,11,6,14536,13986,13696,13637,13913,14910,16566,17710,18275,18645,18782,18721,18589,18551,18388,18352,18927,20291,20413,20085,19540,18647,17336,16019,
2012,11,7,15037,14445,14059,13933,14166,15122,16977,18255,18857,19294,19473,19535,19554,19684,19730,19897,20556,21383,21172,20702,19949,18790,17416,16060,
2012,11,8,15021,14489,14157,14055,14274,15214,16848,18011,18694,19057,19282,19317,19156,19020,18841,18932,19596,20904,20830,20415,19748,18689,17370,15983,
