\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2023-01-31 08:01:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
2022-01-01,20,0,50,56,0,0,9,0,1409,1354,0,50,49,0,576,664,23,135,112,0,0,0,0,0,0,0,0,0,0,9,-19,0,0,0,0,0,1,0,0,86,0,0,0,23,2229,2312
2022-01-01,21,0,38,49,0,0,9,0,1415,1369,0,32,30,0,661,744,23,135,116,0,0,0,0,0,0,0,0,0,0,9,-18,0,0,0,0,0,0,0,0,85,0,0,0,23,2290,2384
2022-01-01,22,0,26,20,0,0,9,0,1216,1357,0,35,35,0,936,771,23,135,116,0,0,0,0,0,0,0,0,0,0,9,-19,0,0,0,0,0,1,0,0,86,0,0,0,23,2357,2376
2022-01-01,23,0,36,26,0,0,9,0,1450,1432,0,18,19,0,673,651,23,135,124,0,0,0,0,0,0,0,0,0,0,9,-21,0,0,0,0,0,1,0,0,86,0,0,0,23,2321,2327
2022-01-01,24,73,90,23,0,0,9,0,1353,1288,0,2,-2,0,945,964,18,435,411,0,0,0,0,0,0,0,0,0,0,9,-16,0,0,0,0,0,1,0,0,85,0,0,0,91,2834,2763
2022-01-02,1,73,44,-26,0,0,9,0,1450,1356,0,0,0,0,884,1025,9,435,423,0,0,175,0,0,0,0,0,0,0,9,-13,0,0,0,0,0,1,0,0,66,0,0,0,82,2822,3016
2022-01-02,2,73,57,-30,0,0,9,0,1450,1408,2,24,20,0,1037,1069,9,635,592,0,0,226,0,0,0,0,0,0,0,9,-13,0,0,0,0,0,0,0,0,66,0,0,0,84,3212,3347
2022-01-02,3,73,49,-30,0,0,9,0,1450,1455,2,30,21,0,822,849,9,735,722,0,0,226,0,0,0,0,0,0,0,9,-12,0,0,0,0,0,0,0,0,45,0,0,0,84,3095,3285
2022-01-02,4,73,68,-15,0,0,9,0,1450,1457,8,24,15,0,942,966,9,691,672,0,0,226,0,0,0,0,0,0,0,9,-1,0,0,0,0,0,0,0,0,46,0,0,0,90,3184,3375
2022-01-02,5,73,73,5,0,0,9,0,1450,1609,25,24,-1,0,1124,902,9,435,432,0,0,226,0,0,0,0,0,0,0,9,8,0,0,0,0,0,1,0,0,46,0,0,0,107,3115,3237
2022-01-02,6,73,49,-7,0,0,9,0,1450,1436,48,24,-26,0,1041,1080,9,535,519,0,0,226,0,0,0,0,0,0,0,9,15,0,0,0,0,0,1,0,0,45,0,0,0,130,3108,3298
2022-01-02,7,0,24,13,0,0,9,0,1450,1472,38,27,-7,0,837,825,18,363,334,0,0,226,0,0,0,0,0,0,0,9,17,0,0,0,0,0,1,0,0,91,0,0,0,56,2710,2981
2022-01-02,8,0,24,16,0,0,9,0,1415,1418,16,24,7,0,794,815,95,135,47,0,0,226,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,89,0,0,0,111,2401,2651
2022-01-02,9,0,24,21,0,0,10,0,1335,1265,26,24,-1,0,536,565,55,135,69,0,0,226,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,86,0,0,0,81,2063,2259
2022-01-02,10,0,24,22,0,0,10,0,1450,1134,5,24,21,0,515,812,411,135,-286,0,0,212,0,0,0,0,0,0,0,9,21,0,0,0,0,0,1,0,0,77,0,0,0,416,2157,2024
2022-01-02,11,0,24,31,0,0,10,0,1450,1274,35,24,-8,0,829,995,1003,135,-858,0,0,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,1,0,0,67,0,0,0,1038,2471,1536
2022-01-02,12,0,33,18,0,0,10,0,1450,1275,44,49,4,0,653,913,1229,135,-1076,0,0,0,0,0,1,0,0,0,0,9,19,0,0,0,0,0,1,0,0,67,0,0,0,1273,2329,1232
2022-01-02,13,0,30,16,0,0,9,0,1450,1315,50,48,-6,0,605,720,894,135,-776,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,1,0,0,69,0,0,0,944,2277,1366
2022-01-02,14,0,48,44,0,0,8,0,1450,1481,0,48,45,0,673,616,1293,135,-1145,59,0,-53,0,0,0,0,0,0,0,9,15,0,0,0,0,0,1,0,0,70,0,0,0,1352,2363,1082
2022-01-02,15,0,48,58,0,0,8,0,1450,1642,68,24,-41,0,852,681,1293,135,-1152,2,0,-54,0,0,0,0,0,0,0,9,17,0,0,0,0,0,1,0,0,69,0,0,0,1363,2518,1229
2022-01-02,16,0,48,41,0,0,8,0,1450,1629,63,29,-33,0,845,670,1229,164,-1067,275,0,-257,0,0,0,0,0,0,0,9,16,0,0,0,0,0,1,0,0,69,0,0,0,1567,2545,1077
2022-01-02,17,0,48,33,0,0,8,0,1417,1575,15,24,5,0,996,778,1329,164,-1160,389,0,-380,0,0,1,0,0,0,0,9,15,0,0,0,0,0,-1,0,0,69,0,0,0,1733,2658,943
2022-01-02,18,0,48,44,0,0,8,0,1450,1567,96,24,-70,0,1091,1053,1329,164,-1161,320,0,-314,60,0,-45,0,0,0,0,9,34,0,0,0,84,0,-84,0,0,88,0,0,0,1889,2786,1120
2022-01-02,19,0,48,33,0,0,8,0,1450,1629,47,24,-27,0,1141,1036,1329,152,-1173,320,0,-313,60,0,-47,0,0,0,0,9,36,0,0,0,84,0,-83,0,0,89,0,0,0,1840,2824,1188
2022-01-02,20,0,24,10,0,0,8,0,1450,1585,31,24,-5,0,1122,954,1329,135,-1194,320,0,-313,60,0,-48,0,0,0,0,9,37,0,0,0,84,0,-83,0,0,83,0,0,0,1824,2764,1034
2022-01-02,21,0,24,12,0,0,8,0,1450,1660,31,24,-11,0,1124,934,1354,135,-1213,320,0,-313,48,0,-47,0,0,0,0,9,30,0,0,0,84,0,-84,0,0,70,0,0,0,1837,2766,1046
2022-01-02,22,0,24,17,0,0,8,0,1450,1505,0,24,19,0,1097,1095,1354,180,-1169,320,0,-313,48,0,-47,0,0,0,0,9,31,0,0,0,84,0,-84,0,0,62,0,0,0,1806,2784,1124
2022-01-02,23,0,15,-1,0,0,8,0,1266,1500,24,24,-1,0,1059,861,1354,234,-1111,314,0,-313,48,0,-47,0,0,0,0,9,34,0,0,0,84,0,-84,0,0,56,0,0,0,1824,2607,902
2022-01-02,24,73,73,-4,0,0,8,0,1146,1191,0,50,44,0,1005,936,1229,289,-939,0,0,-8,48,0,-47,0,0,0,0,9,33,0,0,0,84,0,-83,0,0,44,0,0,0,1434,2572,1175
2022-01-03,1,77,24,-60,0,0,7,0,895,1001,80,36,-38,0,1137,984,1043,190,-853,0,0,194,56,0,-47,0,0,0,0,9,31,0,0,0,84,0,-82,0,0,19,0,0,0,1340,2291,1156
2022-01-03,2,77,50,-37,0,0,7,0,871,912,80,24,-53,0,975,954,1057,190,-859,0,0,227,0,0,0,0,0,0,0,9,32,0,0,0,0,0,0,0,0,14,0,0,0,1214,2119,1197
2022-01-03,3,77,62,-25,0,0,7,0,995,996,1,12,7,0,900,978,1015,190,-814,0,0,228,0,0,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,11,0,0,0,1093,2168,1418
2022-01-03,4,77,49,-23,0,0,7,0,1011,961,1,34,32,0,846,880,416,190,-239,0,0,228,0,0,0,0,0,0,0,9,29,0,0,0,0,0,1,0,0,11,0,0,0,494,2139,1887
2022-01-03,5,77,49,-24,0,0,7,0,1096,984,1,49,46,0,746,915,463,190,-283,0,0,226,0,0,0,0,0,0,0,9,26,0,0,0,0,0,1,0,0,19,0,0,0,541,2139,1917
2022-01-03,6,77,0,-62,0,0,7,0,1131,1028,12,0,-8,0,896,976,921,190,-723,0,0,226,0,0,1,0,0,0,0,9,36,0,0,0,0,0,1,0,0,24,0,0,0,1010,2226,1506
2022-01-03,7,0,0,-4,0,0,7,0,1425,1242,23,36,10,0,985,1104,989,190,-785,0,0,226,0,0,1,0,0,0,0,9,36,0,0,0,0,0,1,0,0,36,0,0,0,1012,2645,1874
2022-01-03,8,0,0,12,0,0,8,0,1450,1344,4,4,6,0,868,1031,623,190,-434,0,0,225,0,0,1,0,0,0,0,9,39,0,0,0,0,0,1,0,0,38,0,0,0,627,2521,2271
2022-01-03,9,0,24,9,0,0,8,0,1450,1259,1,24,23,0,721,959,856,173,-663,0,0,225,0,0,1,0,0,0,0,9,40,0,0,0,0,0,1,0,0,44,0,0,0,857,2401,1906
2022-01-03,10,0,24,22,0,0,8,0,1450,1302,78,24,-37,0,624,836,784,164,-617,0,0,225,0,0,1,0,0,0,0,9,38,0,0,0,0,0,1,0,0,76,0,0,0,862,2295,1855
2022-01-03,11,0,41,32,0,0,7,0,1450,1427,79,111,23,0,745,917,729,196,-535,0,0,224,0,0,2,0,0,0,0,9,35,0,0,0,0,0,1,0,0,84,0,0,0,808,2552,2217
2022-01-03,12,0,24,18,0,0,7,0,1400,1307,80,36,-35,0,841,1083,729,160,-559,0,0,224,0,0,1,0,0,0,0,9,36,0,0,0,0,0,1,0,0,85,0,0,0,809,2470,2168
2022-01-03,13,0,41,27,0,0,7,0,1306,1027,80,86,4,0,986,1257,929,135,-789,0,0,224,0,0,1,0,0,0,0,9,37,0,0,0,0,0,1,0,0,85,0,0,0,1009,2563,1881
2022-01-03,14,0,50,37,0,0,7,0,977,994,79,70,-9,0,1065,1168,929,135,-793,0,0,224,0,0,1,0,0,0,0,9,35,0,0,0,0,0,1,0,0,85,0,0,0,1008,2306,1750
2022-01-03,15,0,42,46,0,0,6,0,1027,863,79,65,-13,0,850,1035,929,135,-784,0,0,225,0,0,1,0,0,0,0,9,34,0,0,0,0,0,1,0,0,84,0,0,0,1008,2128,1498
2022-01-03,16,0,41,36,0,0,6,0,1246,1000,53,61,9,0,791,1018,729,218,-505,0,0,225,0,0,1,0,0,0,0,9,31,0,0,0,0,0,1,0,0,84,0,0,0,782,2366,1906
2022-01-03,17,0,41,-5,0,0,6,0,946,1008,71,80,4,0,926,978,283,218,-63,0,0,225,0,0,0,0,0,0,0,9,37,0,0,0,0,0,1,0,0,84,0,0,0,354,2220,2275
2022-01-03,18,0,41,29,0,0,6,0,1074,1166,23,43,14,0,1114,1082,197,247,55,0,0,225,0,0,0,0,0,0,0,9,37,0,0,0,0,0,1,0,0,84,0,0,0,220,2528,2699
2022-01-03,19,0,42,27,0,0,6,0,1113,1177,1,51,43,0,1043,1129,311,247,-61,0,0,226,0,0,0,0,0,0,0,9,33,0,0,0,0,0,1,0,0,84,0,0,0,312,2505,2665
2022-01-03,20,0,0,3,0,0,7,0,855,1049,28,24,-7,0,937,769,252,296,52,0,0,227,0,0,0,0,0,0,0,9,18,0,0,0,0,0,1,0,0,84,0,0,0,280,2121,2203
2022-01-03,21,0,50,43,0,0,7,0,619,634,33,83,52,0,1040,1015,65,296,216,0,0,227,0,0,0,0,0,0,0,9,25,0,0,0,0,0,1,0,0,84,0,0,0,98,2097,2304
2022-01-03,22,0,37,44,0,0,7,0,212,331,53,86,34,0,1112,1053,557,412,-152,0,0,226,0,0,0,0,0,0,0,9,23,0,0,0,0,0,1,0,0,84,0,0,0,610,1868,1651
2022-01-03,23,0,0,-4,0,0,7,0,381,417,80,80,1,0,1087,1057,993,413,-571,0,0,227,0,0,0,0,0,0,0,9,23,0,0,0,0,0,1,0,0,84,0,0,0,1073,1970,1242
2022-01-03,24,77,65,-6,0,0,7,0,583,653,80,80,-2,0,1280,1130,993,358,-630,0,0,227,0,0,0,0,0,0,0,9,19,0,0,0,0,0,1,0,0,46,0,0,0,1150,2375,1445
2022-01-04,1,77,37,-30,0,0,7,0,902,755,0,0,-1,0,1273,1507,800,368,-425,0,0,227,0,0,0,0,0,0,0,9,19,0,0,0,0,0,1,0,0,20,0,0,0,877,2589,2080
2022-01-04,2,77,41,-50,0,0,7,0,1102,948,0,0,-4,0,1002,1233,141,135,-16,0,0,227,0,0,0,0,0,0,0,9,24,0,0,0,0,0,1,0,0,18,0,0,0,218,2289,2388
2022-01-04,3,77,77,-10,0,0,7,0,1047,1147,0,0,-3,0,1218,1112,269,204,-65,0,0,227,0,0,0,0,0,0,0,9,18,0,0,0,0,0,1,0,0,18,0,0,0,346,2555,2452
2022-01-04,4,77,77,2,0,0,7,0,1230,1356,0,0,1,0,1291,1197,9,135,124,0,0,227,0,0,0,0,0,0,0,9,21,0,0,0,0,0,1,0,0,18,0,0,0,86,2742,2954
2022-01-04,5,77,77,6,0,0,7,0,1450,1417,24,24,2,0,1359,1347,9,190,188,0,0,227,0,0,0,0,0,0,0,9,20,0,0,0,0,0,1,0,0,19,0,0,0,110,3109,3234
2022-01-04,6,77,67,-13,0,0,7,0,1450,1319,0,0,-2,0,1307,1406,9,491,478,0,0,227,0,0,0,0,0,0,0,9,33,0,0,0,0,0,1,0,0,41,0,0,0,86,3324,3497
2022-01-04,7,0,0,-12,0,0,7,0,1208,1150,0,0,-2,0,1259,1348,9,655,654,0,0,226,0,0,0,0,0,0,0,9,29,0,0,0,0,0,1,0,0,65,0,0,0,9,3131,3466
2022-01-04,8,0,0,-4,0,0,7,0,1252,1106,0,0,0,0,987,1213,9,927,919,0,0,226,0,0,0,0,0,0,0,9,28,0,0,0,0,0,1,0,0,88,0,0,0,9,3175,3584
2022-01-04,9,0,0,-2,0,0,7,0,1304,1033,0,0,-3,0,713,976,9,1049,1030,0,0,226,0,0,0,0,0,0,0,9,27,0,0,0,0,0,1,0,0,89,0,0,0,9,3075,3384
2022-01-04,10,0,0,-2,0,0,7,0,1424,1225,0,0,0,0,722,960,336,1049,708,0,0,226,0,0,0,0,0,0,0,9,16,0,0,0,0,0,1,0,0,88,0,0,0,336,3204,3229
2022-01-04,11,0,0,3,0,0,7,0,1142,1064,0,0,1,0,693,806,340,595,262,0,0,226,0,0,0,0,0,0,0,9,4,0,0,0,0,0,1,0,0,89,0,0,0,340,2439,2463
2022-01-04,12,19,19,-8,0,0,7,0,1067,1060,0,0,-4,0,620,618,506,506,14,0,0,227,0,0,0,0,0,0,0,9,12,0,0,0,0,0,1,0,0,89,0,0,0,525,2221,2016
2022-01-04,13,19,19,-12,0,0,7,0,1199,1250,0,0,-1,0,524,545,456,505,54,0,0,223,0,0,0,0,0,0,0,9,21,0,0,0,0,0,1,0,0,89,0,0,0,475,2256,2177
2022-01-04,14,0,0,-2,0,0,7,0,1136,1213,0,0,1,0,508,541,483,518,40,0,0,222,0,0,0,0,0,0,0,9,15,0,0,0,0,0,1,0,0,89,0,0,0,483,2171,2127
2022-01-04,15,0,0,-3,0,0,7,0,1187,1112,0,0,-3,0,763,795,290,290,-7,0,0,223,0,0,0,0,0,0,0,9,6,0,0,0,0,0,1,0,0,84,0,0,0,290,2249,2215
2022-01-04,16,0,0,-2,0,0,6,0,1002,1037,0,0,-4,0,854,939,629,582,-46,0,0,221,0,0,0,0,0,0,0,9,5,0,0,0,0,0,1,0,0,85,0,0,0,629,2447,2242
2022-01-04,17,0,0,-4,0,0,7,0,947,865,0,0,3,0,999,1100,509,559,54,0,0,221,0,0,0,0,0,0,0,9,5,0,0,0,0,0,1,0,0,2,0,0,0,509,2514,2254
2022-01-04,18,0,0,0,0,0,7,0,1024,1051,0,0,3,0,932,970,409,568,145,0,0,220,0,0,0,0,0,0,0,9,9,0,0,0,0,0,1,0,0,0,0,0,0,409,2533,2406
2022-01-04,19,0,46,36,0,0,7,0,1227,1086,0,0,-3,0,1012,1262,879,543,-312,0,0,221,0,0,-1,0,0,0,0,9,12,0,0,0,0,0,1,0,0,0,0,0,0,879,2837,2309
2022-01-04,20,0,45,30,0,0,7,0,1218,1043,0,36,37,0,760,1047,228,584,345,0,0,221,0,0,0,0,0,0,0,9,14,0,0,0,0,0,1,0,0,0,0,0,0,228,2652,2745
2022-01-04,21,0,46,38,0,0,7,0,1127,995,0,50,48,0,856,984,118,539,402,0,0,221,0,0,0,0,0,0,0,9,9,0,0,0,0,0,1,0,0,0,0,0,0,118,2627,2705
2022-01-04,22,0,45,32,0,0,7,0,1450,1052,0,50,45,0,617,1053,891,454,-410,0,0,222,0,0,0,0,0,0,0,9,11,0,0,0,0,0,1,0,0,0,0,0,0,891,2625,2013
2022-01-04,23,0,50,42,0,0,7,0,1450,1084,0,24,21,0,391,809,449,454,42,0,0,222,0,0,0,0,0,0,0,9,11,0,0,0,0,0,1,0,0,83,0,0,0,449,2378,2322
2022-01-04,24,77,90,16,0,0,6,0,1350,983,0,50,50,0,510,881,9,454,429,0,0,222,0,0,0,0,0,0,0,9,9,0,0,0,0,0,1,0,0,91,0,0,0,86,2463,2688
2022-01-05,1,77,98,1,0,0,6,0,1009,919,0,50,48,0,772,910,9,235,231,0,0,222,0,0,0,0,0,0,0,9,12,0,0,0,0,0,1,0,0,70,0,0,0,86,2173,2420
2022-01-05,2,77,74,4,0,0,7,0,1025,815,0,50,48,0,804,1026,9,355,340,0,0,222,0,0,0,0,0,0,0,9,17,0,0,0,0,0,1,0,0,48,0,0,0,86,2317,2528
2022-01-05,3,77,111,19,0,0,7,0,561,623,0,50,50,0,995,921,9,249,238,0,0,223,0,0,0,0,0,0,0,9,25,0,0,0,0,0,1,0,0,45,0,0,0,86,1975,2152
2022-01-05,4,77,49,-37,0,0,7,0,506,537,0,0,4,0,882,850,53,235,178,0,0,223,0,0,-1,0,0,0,0,9,23,0,0,0,0,0,1,0,0,45,0,0,0,130,1681,1830
2022-01-05,5,77,49,-26,0,0,7,0,1023,698,0,14,9,0,655,922,152,235,88,0,0,223,0,0,-1,0,0,0,0,9,25,0,0,0,0,0,1,0,0,63,0,0,0,229,1985,2009
2022-01-05,6,77,97,10,0,0,7,0,658,546,0,36,36,0,800,896,33,235,184,0,0,222,0,0,-1,0,0,0,0,9,26,0,0,0,0,0,1,0,0,64,0,0,0,110,1835,1991
2022-01-05,7,0,35,27,0,0,7,0,436,513,0,0,-1,0,1004,1050,760,235,-514,0,0,224,0,0,-1,0,0,0,0,9,19,0,0,0,0,0,1,0,0,85,0,0,0,760,1719,1410
2022-01-05,8,0,0,-1,0,0,7,0,733,704,0,0,-3,0,799,957,768,263,-503,0,0,225,0,0,-1,0,0,0,0,9,7,0,0,0,0,0,1,0,0,85,0,0,0,768,1804,1478
2022-01-05,9,0,0,-1,0,0,7,0,351,484,0,0,0,0,774,617,818,351,-457,0,0,223,0,0,-1,0,0,0,0,9,5,0,0,0,0,0,1,0,0,85,0,0,0,818,1485,963
2022-01-05,10,0,0,-10,0,0,7,25,631,782,1,0,-3,0,574,431,623,481,-149,0,0,222,0,0,-1,0,0,0,0,9,-6,0,0,0,0,0,1,0,0,85,0,0,0,649,1695,1359
2022-01-05,11,0,0,7,0,0,7,0,1202,1109,24,24,1,0,624,662,623,479,-141,0,0,222,0,0,-1,0,0,0,0,9,-14,0,0,0,0,0,1,0,0,85,0,0,0,647,2338,1938
2022-01-05,12,0,0,-6,0,0,7,0,1450,1305,0,0,-4,0,720,868,584,481,-104,0,0,223,0,0,-1,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,85,0,0,0,584,2660,2372
2022-01-05,13,0,0,-9,0,0,7,0,1450,1238,0,0,-5,0,699,992,713,588,-125,0,0,223,0,0,0,0,0,0,0,9,2,0,0,0,0,0,1,0,0,84,0,0,0,713,2746,2408
2022-01-05,14,0,0,-15,0,0,7,0,528,972,0,0,-4,0,884,603,713,561,-155,0,0,222,0,0,-1,0,0,0,0,9,7,0,0,0,0,0,1,0,0,85,0,0,0,713,1982,1722
2022-01-05,15,0,0,10,0,0,7,0,1450,1323,0,0,2,0,717,752,783,509,-275,0,0,223,0,0,-1,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,85,0,0,0,783,2685,2125
2022-01-05,16,0,0,-6,0,0,7,0,1217,1338,0,0,0,0,459,446,859,459,-401,0,0,224,0,0,-1,0,0,0,0,9,29,0,0,0,0,0,1,0,0,85,0,0,0,859,2144,1722
2022-01-05,17,0,0,-8,0,0,7,0,1170,1373,0,0,0,0,627,456,859,357,-500,0,0,225,0,0,-1,0,0,0,0,9,38,0,0,0,0,0,1,0,0,85,0,0,0,859,2163,1676
2022-01-05,18,0,0,4,0,0,7,0,902,1166,0,0,0,0,771,596,885,359,-525,0,0,223,0,0,-1,0,0,0,0,9,44,0,0,0,0,0,1,0,0,85,0,0,0,885,2041,1600
2022-01-05,19,0,0,-4,0,0,8,0,1055,1164,0,0,0,0,780,693,888,398,-493,0,0,221,0,0,-1,0,0,0,0,9,51,0,0,0,0,0,1,0,0,84,0,0,0,888,2242,1724
2022-01-05,20,0,0,2,0,0,8,0,752,970,0,0,0,0,726,506,889,359,-521,0,0,221,0,0,-1,0,0,0,0,9,34,0,0,0,0,0,1,0,0,85,0,0,0,889,1846,1305
2022-01-05,21,0,0,-1,0,0,8,0,1012,1147,0,0,0,0,723,588,540,320,-233,0,0,222,0,0,-1,0,0,0,0,9,41,0,0,0,0,0,1,0,0,85,0,0,0,540,2064,1857
2022-01-05,22,0,0,5,0,0,8,0,1101,1114,0,0,0,0,676,679,858,438,-410,0,0,223,0,0,-1,0,0,0,0,9,49,0,0,0,0,0,1,0,0,84,0,0,0,858,2224,1752
2022-01-05,23,0,0,14,0,0,8,0,1284,1148,0,0,0,0,707,920,782,560,-225,0,0,223,0,0,-1,0,0,0,0,9,51,0,0,0,0,0,1,0,0,84,0,0,0,782,2560,2223
2022-01-05,24,77,27,-36,0,0,8,0,1384,1214,0,0,0,0,1167,1295,777,547,-219,0,0,221,0,0,-1,0,0,0,0,9,52,0,0,0,0,0,1,0,0,63,0,0,0,854,3134,2598
